,gene_id,clade
936,Medtr7g053620.1,7
937,Medtr7g088910.1,7
938,Medtr4g023400.2,7
939,Medtr4g023400.1,7
940,Medtr7g088950.8,7
941,Medtr7g088950.6,7
942,Medtr7g088950.4,7
943,Medtr7g088950.2,7
944,Medtr7g088950.5,7
945,Medtr7g088950.11,7
946,Medtr7g088950.9,7
947,Medtr7g088950.7,7
948,Medtr7g088950.10,7
949,Medtr7g088950.3,7
950,Medtr7g088950.1,7
951,Medtr4g020490.1,7
952,Medtr4g021057.1,7
953,Medtr4g021057.2,7
954,Medtr4g021095.1,7
955,Medtr4g020590.6,7
956,Medtr4g020590.3,7
957,Medtr4g020590.1,7
958,Medtr4g020590.2,7
959,Medtr4g020590.5,7
960,Medtr4g020590.4,7
961,Medtr4g020850.1,7
962,Medtr4g020700.2,7
963,Medtr4g020700.1,7
964,Medtr4g021023.1,7
965,Medtr4g021023.2,7
966,Medtr4g021027.1,7
967,Medtr4g021170.1,7
968,Medtr4g020750.1,7
969,Medtr4g020640.1,7
970,Medtr4g020640.2,7
971,Medtr4g020550.1,7
972,Medtr4g020535.1,7
973,Glyma.01G112200.1,7
974,Glyma.03G077400.1,7
975,Glyma.03G075300.1,7
976,Glyma.01G112300.1,7
977,Glyma.03G053500.2,7
978,Glyma.03G052800.3,7
979,Glyma.03G054100.7,7
980,Medtr6g015750.1,7
981,Medtr6g015505.1,7
982,Medtr6g015590.1,7
983,Medtr6g016000.2,7
984,Medtr6g016000.1,7
985,Medtr2g450830.1,7
986,Medtr6g015600.1,7
987,Medtr6g015580.2,7
988,Medtr6g015580.1,7
989,Medtr6g015580.3,7
990,Medtr6g015775.1,7
991,Medtr6g015435.1,7
992,Medtr6g015670.1,7
993,Medtr6g015490.2,7
994,Medtr6g015490.1,7
995,Medtr6g015430.1,7
996,Medtr6g015430.2,7
997,Medtr6g015745.1,7
998,Medtr6g015695.1,7
999,Medtr6g015405.1,7
1000,Medtr6g015680.1,7
1001,Medtr6g015455.1,7
1002,Medtr6g015720.1,7
1003,Medtr0294s0010.1,7
1004,Medtr4g015060.1,7
1005,Medtr4g015050.1,7
1006,Medtr4g015030.1,7
1007,Medtr4g014990.1,7
1008,Medtr4g014990.2,7
1009,Medtr4g014570.1,7
1010,Medtr4g014580.1,7
1011,Medtr6g015665.1,7
1012,Medtr6g015410.1,7
1013,Medtr6g015730.1,7
1014,Medtr6g015510.1,7
1015,Medtr6g015475.1,7
1016,MD08G1203600,7
1017,MD10G1297400,7
1018,MD05G1316700,7
1019,MD05G1317700,7
1020,MD05G1316000,7
1021,MD12G1248800,7
1022,Prupe.1G539800.1,7
1023,MD07G1102800,7
1024,MD08G1175900,7
1025,MD15G1104000,7
1026,MD15G1103700,7
1027,MD10G1038700,7
1028,MD02G1307200,7
1029,MD02G1306700,7
1030,MD10G1039000,7
1031,MD10G1039200,7
1032,MD10G1040800,7
1033,MD02G1306900,7
1034,MD02G1306600,7
1035,Prupe.1G550800.1,7
1036,MD17G1024700,7
1037,MD17G1025900,7
1038,MD17G1025000,7
1039,MD09G1024200,7
1040,MD09G1045100,7
1041,MD09G1044800,7
1042,MD02G1041300,7
1043,MD02G1040600,7
1044,MD16G1068300,7
1045,MD00G1027000,7
1046,MD00G1026500,7
1047,MD02G1039200,7
1048,MD00G1027900,7
1049,MD00G1027700,7
1050,MD00G1011700,7
1051,MD02G1063800,7
1052,MD02G1063400,7
1053,MD02G1063200,7
1054,MD02G1026100,7
1055,MD02G1024400,7
1056,MD02G1023600,7
1057,MD02G1028400,7
1058,MD02G1041700,7
1059,MD02G1040900,7
1060,MD02G1044300,7
1061,MD02G1042000,7
1062,MD02G1052300,7
1063,MD02G1051400,7
1064,MD02G1053600,7
1065,MD02G1052800,7
1066,MD02G1053100,7
1067,MD02G1055500,7
1068,MD15G1180000,7
1069,MD15G1179600,7
1070,MD04G1011700,7
1071,MD15G1182500,7
1072,MD09G1039600,7
1073,MD02G1045300,7
1074,Prupe.1G557200.1,7
1075,CsaV3_3G041230.1,7
1076,CsaV3_3G041210.1,7
1077,Potri.T127700.1,7
1078,Potri.019G001600.1,7
1079,Potri.T127900.1,7
1080,Potri.T128200.1,7
1081,Potri.019G001701.1,7
1082,AT5G36930.2,7
1083,Vitvi18g01848.t01,7
1084,Vitvi18g03146.t01,7
1085,Vitvi18g02105.t01,7
1086,Vitvi18g01945.t01,7
1087,Vitvi18g03165.t01,7
1088,Vitvi04g00950.t01,7
1089,Vitvi15g00245.t01,7
1090,Vitvi15g01290.t01,7
1091,Vitvi18g02087.t01,7
1092,Vitvi18g02089.t01,7
1093,Vitvi18g02102.t01,7
1094,Vitvi18g02316.t01,7
1095,Vitvi18g02095.t01,7
1096,Vitvi18g03141.t01,7
1097,Vitvi18g02352.t01,7
1098,Vitvi18g02357.t01,7
1099,Vitvi18g01877.t01,7
1100,Vitvi18g01882.t01,7
1101,Vitvi18g01888.t01,7
1102,Vitvi18g03355.t01,7
1103,Vitvi18g01837.t01,7
1104,Vitvi18g01887.t01,7
1105,Vitvi18g01814.t01,7
1106,Vitvi18g01818.t01,7
1107,Vitvi18g01911.t01,7
1108,Vitvi18g01842.t01,7
1109,Vitvi18g02198.t01,7
1110,Vitvi13g01013.t01,7
1111,Vitvi18g02213.t01,7
1112,Vitvi18g02112.t01,7
1113,Vitvi18g02335.t01,7
1114,Vitvi18g02337.t01,7
1115,Vitvi18g02340.t01,7
1116,Vitvi18g01715.t01,7
1117,Vitvi18g01718.t01,7
1118,Vitvi18g03001.t01,7
1119,Vitvi18g01845.t01,7
1120,Vitvi18g03396.t01,7
1121,Vitvi18g03365.t01,7
1122,Vitvi18g03367.t01,7
1123,Vitvi18g01917.t01,7
1124,Vitvi18g01846.t01,7
1125,Vitvi03g01094.t01,7
1126,Vitvi15g00192.t01,7
1127,Vitvi07g02424.t01,7
1128,Vitvi07g03145.t01,7
1129,Vitvi11g01127.t01,7
1130,Vitvi12g02549.t01,7
1131,Vitvi12g00890.t01,7
1132,Vitvi12g01792.t01,7
1133,Vitvi12g01788.t01,7
1134,Vitvi03g01808.t01,7
1135,Vitvi05g02068.t01,7
1136,Vitvi05g02059.t01,7
1137,Vitvi05g01157.t01,7
1138,Vitvi05g02067.t01,7
1139,Vitvi05g01140.t01,7
1140,Vitvi18g01878.t01,7
1141,Vitvi18g01919.t01,7
1142,Vitvi18g01921.t01,7
1143,Vitvi18g02305.t01,7
1144,Vitvi18g01849.t01,7
1145,Vitvi18g01705.t01,7
1146,Vitvi18g01746.t01,7
1147,Vitvi18g02228.t01,7
1148,Vitvi05g00919.t01,7
1149,Vitvi05g00916.t01,7
1150,Vitvi05g00909.t01,7
1151,Vitvi05g00907.t01,7
1152,Vitvi05g00913.t01,7
1153,Vitvi05g00912.t01,7
1154,Vitvi18g01748.t01,7
1155,Vitvi18g01761.t01,7
1156,Vitvi18g01755.t01,7
1157,Vitvi18g03018.t01,7
1158,Vitvi18g02121.t01,7
1159,Vitvi18g03243.t01,7
1160,Vitvi18g03242.t01,7
1161,Vitvi18g02265.t01,7
1162,Vitvi18g02308.t01,7
1163,Roq1,7
1164,Bs4,7
1165,N,7
1166,Eucgr.C03467.1,7
1167,Eucgr.C03469.1,7
1168,Eucgr.C03460.1,7
1169,Potri.001G307300.2,7
1170,Potri.019G002500.1,7
1171,Manes.12G149700.2,7
1172,Potri.019G002601.1,7
1173,Eucgr.F03254.1,7
1174,Eucgr.I02727.1,7
1175,Glyma.12G027100.1,7
1176,Glyma.20G061300.1,7
1177,Glyma.02G284200.1,7
1178,Glyma.02G284100.1,7
1179,Medtr5g090870.1,7
1180,Medtr5g090940.1,7
1181,Glyma.12G239700.1,7
1182,Medtr4g023210.1,7
1183,Glyma.12G239800.3,7
1184,Medtr4g023260.1,7
1185,Medtr4g023060.1,7
1186,Medtr4g023040.1,7
1187,Glyma.02G077000.1,7
1188,Glyma.16G159700.1,7
1189,Glyma.12G240100.1,7
1190,Glyma.18G116601.1,7
1191,Medtr2g040370.1,7
1192,Medtr2g040370.2,7
1193,Medtr2g040260.1,7
1194,Medtr2g040230.1,7
1195,Medtr2g040220.1,7
1196,Medtr2g040350.1,7
1197,Medtr2g040350.2,7
1198,Medtr2g040160.1,7
1199,Medtr3g020470.1,7
1200,Medtr3g020510.1,7
1201,Medtr3g020650.1,7
1202,Medtr3g020640.1,7
1203,Medtr3g020490.1,7
1204,Medtr3g020420.1,7
1205,Glyma.08G301200.1,7
1206,Medtr5g040460.1,7
1207,Medtr5g040440.1,7
1208,Medtr5g040490.1,7
1209,Glyma.01G046900.1,7
1210,Medtr8g042650.1,7
1211,Medtr8g042470.3,7
1212,Medtr8g042470.2,7
1213,Medtr8g042470.1,7
1214,Medtr8g042440.1,7
1215,Medtr8g042660.1,7
1216,Glyma.16G159500.1,7
1217,Glyma.16G159100.1,7
1218,Glyma.16G211400.7,7
1219,Medtr6g078490.1,7
1220,Medtr1g019550.1,7
1221,Medtr6g079090.1,7
1222,Medtr0012s0290.2,7
1223,Medtr0012s0290.1,7
1224,Medtr0012s0290.3,7
1225,Medtr6g079000.1,7
1226,Medtr6g078890.1,7
1227,Medtr3g006280.1,7
1228,Medtr6g078930.1,7
1229,Medtr6g079120.1,7
1230,Medtr6g077640.1,7
1231,Medtr6g079140.1,7
1232,Medtr8g032830.1,7
1233,Medtr6g078480.1,7
1234,Medtr6g078480.2,7
1235,Medtr6g478080.1,7
1236,Medtr0573s0030.1,7
1237,Medtr0007s0140.1,7
1238,Medtr0007s0080.1,7
1239,Medtr0007s0060.1,7
1240,Glyma.06G267400.4,7
1241,Glyma.06G268700.7,7
1242,Glyma.06G267300.1,7
1243,Glyma.06G268600.1,7
1244,Glyma.09G161400.1,7
1245,Glyma.16G127900.1,7
1246,Glyma.16G210800.5,7
1247,Glyma.16G210600.1,7
1248,Glyma.16G213900.1,7
1249,Glyma.16G214669.1,7
1250,Glyma.16G215000.1,7
1251,Glyma.16G214100.1,7
1252,Glyma.16G198900.1,7
1253,Glyma.16G214900.1,7
1254,Glyma.16G213800.1,7
1255,Glyma.16G215100.1,7
1256,Glyma.16G214200.1,7
1257,Glyma.16G214300.1,7
1258,Glyma.16G213700.1,7
1259,Glyma.16G215400.1,7
1260,Glyma.16G212300.1,7
1261,Glyma.16G128020.1,7
1262,Glyma.19G022700.1,7
1263,Medtr8g087130.1,7
1264,Medtr8g075440.1,7
1265,Glyma.19G054900.1,7
1266,Glyma.19G054700.1,7
1267,Glyma.19G055000.1,7
1268,Glyma.16G136600.2,7
1269,Glyma.16G136000.1,7
1270,Glyma.16G135200.5,7
1271,Glyma.16G136900.4,7
1272,Glyma.16G137200.1,7
1273,Glyma.16G135900.1,7
1274,Glyma.16G137300.1,7
1275,Glyma.16G136200.4,7
1276,Glyma.16G137600.1,7
1277,Glyma.16G135500.1,7
1278,Medtr6g008140.2,7
1279,Medtr6g008140.3,7
1280,Medtr6g008140.5,7
1281,Medtr6g008140.6,7
1282,Medtr6g008140.4,7
1283,Medtr6g008140.1,7
1284,Medtr6g072730.1,7
1285,Medtr2g041070.1,7
1286,Medtr2g041070.2,7
1287,Medtr6g074780.1,7
1288,Medtr6g069560.1,7
1289,Medtr6g072510.1,7
1290,Medtr6g072290.1,7
1291,Medtr6g071925.1,7
1292,Medtr6g072780.1,7
1293,Medtr6g072780.2,7
1294,Medtr6g072760.1,7
1295,Medtr6g072460.1,7
1296,Medtr6g072460.2,7
1297,Medtr1g060030.1,7
1298,Medtr6g074470.1,7
1299,Medtr6g073250.1,7
1300,Medtr6g472230.1,7
1301,Medtr6g472300.1,7
1302,Medtr6g471160.2,7
1303,Medtr6g471160.1,7
1304,Medtr6g071790.1,7
1305,Medtr6g071430.1,7
1306,Medtr6g471260.1,7
1307,Medtr1g063960.1,7
1308,Medtr1g064040.1,7
1309,Medtr6g072540.1,7
1310,Medtr6g073880.1,7
1311,Medtr6g074030.1,7
1312,Medtr6g071935.1,7
1313,Medtr6g072310.1,7
1314,Medtr6g072250.1,7
1315,Medtr6g071895.1,7
1316,Medtr6g071895.2,7
1317,Medtr6g074820.1,7
1318,Medtr6g074090.1,7
1319,Medtr0003s0090.1,7
1320,Medtr4g050910.1,7
1321,Medtr6g074855.1,7
1322,Medtr6g083860.1,7
1323,Medtr6g083860.2,7
1324,Medtr1g007300.1,7
1325,Medtr6g074660.1,7
1326,Medtr6g074875.1,7
1327,Medtr0349s0020.1,7
1328,Medtr8g069625.1,7
1329,Medtr6g072450.1,7
1330,Medtr0419s0040.1,7
1331,Medtr0277s0020.3,7
1332,Medtr0277s0020.1,7
1333,Medtr0277s0020.2,7
1334,Medtr0277s0010.1,7
1335,Medtr0277s0010.2,7
1336,Medtr6g478020.1,7
1337,Medtr6g478030.1,7
1338,Medtr6g074650.1,7
1339,Medtr6g072480.1,7
1340,Medtr6g072590.1,7
1341,Medtr6g072320.1,7
1342,Medtr6g071945.1,7
1343,Medtr4g051662.1,7
1344,Medtr4g051715.1,7
1345,Medtr4g051738.1,7
1346,Medtr4g051698.1,7
1347,Medtr6g074620.1,7
1348,Medtr6g074810.1,7
1349,Medtr6g077500.1,7
1350,Medtr6g076220.1,7
1351,Medtr5g038180.1,7
1352,Medtr4g016610.1,7
1353,Medtr0019s0100.1,7
1354,Medtr6g075870.1,7
1355,Medtr6g075640.1,7
1356,Medtr6g477730.1,7
1357,Medtr6g075880.1,7
1358,Medtr0038s0040.1,7
1359,Medtr6g075930.2,7
1360,Medtr6g075930.1,7
1361,Medtr6g075950.1,7
1362,Medtr0038s0060.1,7
1363,Medtr6g075690.1,7
1364,Medtr6g075970.2,7
1365,Medtr0038s0080.1,7
1366,Medtr6g075970.1,7
1367,Medtr2g012770.1,7
1368,Medtr6g076090.1,7
1369,Glyma.15G232400.1,7
1370,Glyma.15G232600.1,7
1371,Medtr8g039820.1,7
1372,Medtr8g039800.1,7
1373,Medtr8g039800.2,7
1374,Medtr8g039930.1,7
1375,Medtr8g039960.1,7
1376,Medtr8g039870.1,7
1377,Medtr8g039910.1,7
1378,Glyma.15G232700.3,7
1379,Glyma.13G195100.10,7
1380,Glyma.13G194700.1,7
1381,Medtr6g078420.1,7
1382,Medtr3g012470.1,7
1383,Medtr3g012470.2,7
1384,Glyma.06G310000.1,7
1385,Glyma.11G153000.1,7
1386,Medtr3g019080.1,7
1387,Prupe.5G074700.1,7
1388,Prupe.5G074600.1,7
1389,MD04G1015000,7
1390,Prupe.1G161300.1,7
1391,Prupe.1G161700.1,7
1392,Prupe.1G161600.1,7
1393,Prupe.1G162200.1,7
1394,Prupe.1G162100.1,7
1395,Prupe.1G162500.1,7
1396,Prupe.5G019000.1,7
1397,Prupe.1G161800.1,7
1398,Prupe.2G045200.1,7
1399,Prupe.8G120300.1,7
1400,Prupe.8G120600.1,7
1401,Prupe.8G120100.1,7
1402,Prupe.8G120400.1,7
1403,Prupe.8G119800.1,7
1404,Prupe.8G110600.1,7
1405,Prupe.8G110800.1,7
1406,Prupe.8G112100.1,7
1407,Prupe.8G111200.1,7
1408,Prupe.8G111500.1,7
1409,Prupe.8G109500.1,7
1410,Prupe.8G108500.1,7
1411,Prupe.8G108800.1,7
1412,Prupe.8G109200.1,7
1413,Prupe.8G109000.1,7
1414,Prupe.2G088500.1,7
1415,MD02G1111800,7
1416,MD00G1158300,7
1417,MD02G1115300,7
1418,MD10G1072400,7
1419,MD02G1115400,7
1420,MD00G1158700,7
1421,MD00G1158500,7
1422,MD02G1109700,7
1423,MD02G1112400,7
1424,MD02G1098100,7
1425,MD02G1099000,7
1426,MD02G1100900,7
1427,MD02G1106700,7
1428,Prupe.2G066600.1,7
1429,Prupe.2G018300.1,7
1430,Prupe.2G055700.1,7
1431,Prupe.2G056100.1,7
1432,Prupe.2G068100.1,7
1433,Prupe.2G055200.1,7
1434,Prupe.2G069000.1,7
1435,Prupe.2G055600.1,7
1436,Prupe.2G068900.1,7
1437,Prupe.2G057100.1,7
1438,Prupe.2G057600.1,7
1439,Prupe.2G057800.1,7
1440,Prupe.1G018700.1,7
1441,Medtr6g078410.1,7
1442,Eucgr.H00904.1,7
1443,Eucgr.I02558.1,7
1444,Eucgr.I02547.1,7
1445,Eucgr.F01690.1,7
1446,Eucgr.I02520.1,7
1447,Eucgr.I02526.1,7
1448,Eucgr.E03075.1,7
1449,Eucgr.E03087.1,7
1450,Eucgr.E03074.1,7
1451,Eucgr.E03282.1,7
1452,Eucgr.E03097.1,7
1453,Eucgr.E03080.1,7
1454,Eucgr.E03284.1,7
1455,Eucgr.E03292.1,7
1456,Eucgr.E03286.1,7
1457,Eucgr.L02708.1,7
1458,Eucgr.E03067.1,7
1459,Eucgr.E03291.1,7
1460,Eucgr.E03285.1,7
1461,Eucgr.E02649.1,7
1462,Eucgr.E03280.1,7
1463,Eucgr.E03288.1,7
1464,Eucgr.E03289.1,7
1465,Eucgr.E03085.1,7
1466,Eucgr.E03077.1,7
1467,Eucgr.E03092.1,7
1468,Eucgr.E03084.1,7
1469,Eucgr.E03071.1,7
1470,Eucgr.H01449.1,7
1471,Eucgr.H01446.1,7
1472,Eucgr.H01427.1,7
1473,Eucgr.H01423.1,7
1474,Eucgr.L00809.1,7
1475,Eucgr.H01433.1,7
1476,Eucgr.H01444.1,7
1477,Eucgr.H01453.1,7
1478,Eucgr.H01438.1,7
1479,Eucgr.H01841.1,7
1480,Eucgr.L01050.1,7
1481,Eucgr.H01723.1,7
1482,Eucgr.H02067.1,7
1483,Eucgr.H02058.1,7
1484,Eucgr.H01732.1,7
1485,Eucgr.H02069.1,7
1486,Eucgr.H01726.1,7
1487,Eucgr.H01728.1,7
1488,Eucgr.H01741.1,7
1489,Eucgr.H01705.1,7
1490,Eucgr.H02078.1,7
1491,Eucgr.H01742.1,7
1492,Eucgr.H01711.1,7
1493,Eucgr.H01736.1,7
1494,Eucgr.H01707.1,7
1495,Eucgr.H02061.1,7
1496,Eucgr.H02092.1,7
1497,Eucgr.H01747.1,7
1498,Eucgr.H01702.1,7
1499,Eucgr.H01621.1,7
1500,Eucgr.H02141.1,7
1501,Eucgr.H02129.1,7
1502,Eucgr.H02164.1,7
1503,Eucgr.H02170.1,7
1504,Eucgr.H00839.1,7
1505,Eucgr.H01834.1,7
1506,Eucgr.H02157.1,7
1507,Eucgr.H02207.1,7
1508,Eucgr.H02098.1,7
1509,Eucgr.H01817.1,7
1510,Eucgr.H01781.1,7
1511,Eucgr.H03502.1,7
1512,Eucgr.H01810.1,7
1513,Eucgr.H02112.1,7
1514,Eucgr.H01761.1,7
1515,Eucgr.H02019.1,7
1516,Eucgr.L01349.1,7
1517,Eucgr.H02032.1,7
1518,Eucgr.H02017.1,7
1519,Eucgr.H02030.1,7
1520,Eucgr.H02173.1,7
1521,Eucgr.H02117.1,7
1522,Eucgr.H02178.1,7
1523,Eucgr.H02150.1,7
1524,Eucgr.H01770.1,7
1525,Eucgr.H01899.1,7
1526,Eucgr.E02286.1,7
1527,Eucgr.E02282.1,7
1528,Eucgr.E02174.1,7
1529,Eucgr.E02922.1,7
1530,Eucgr.E02196.1,7
1531,Eucgr.E02591.1,7
1532,Eucgr.E02206.1,7
1533,Eucgr.E02177.1,7
1534,Eucgr.E02604.1,7
1535,Eucgr.E02176.1,7
1536,Eucgr.E02152.1,7
1537,Eucgr.E02571.1,7
1538,Eucgr.E02138.1,7
1539,Eucgr.E02612.1,7
1540,Eucgr.E02190.1,7
1541,Eucgr.E02219.1,7
1542,Eucgr.E02301.1,7
1543,Eucgr.E02181.1,7
1544,Eucgr.E02148.1,7
1545,Eucgr.E02228.1,7
1546,Eucgr.E02143.1,7
1547,Eucgr.E02543.1,7
1548,Eucgr.E02191.1,7
1549,Eucgr.E02306.1,7
1550,Eucgr.I00027.1,7
1551,Eucgr.I00084.1,7
1552,Eucgr.I00028.1,7
1553,Eucgr.E02314.1,7
1554,Eucgr.E02234.1,7
1555,Eucgr.E02587.1,7
1556,Eucgr.E02157.1,7
1557,Eucgr.E02169.1,7
1558,Eucgr.E02199.1,7
1559,Eucgr.E02103.1,7
1560,Eucgr.E02536.1,7
1561,Eucgr.E02914.1,7
1562,Eucgr.E02550.1,7
1563,Eucgr.E02224.1,7
1564,Eucgr.E02189.1,7
1565,Eucgr.E02599.1,7
1566,Eucgr.E02936.1,7
1567,Eucgr.E02245.1,7
1568,Eucgr.E02144.1,7
1569,Eucgr.E02588.1,7
1570,Eucgr.E02272.1,7
1571,Eucgr.E02141.1,7
1572,Eucgr.E02315.1,7
1573,Eucgr.E02239.1,7
1574,Eucgr.E02293.1,7
1575,Eucgr.E02212.1,7
1576,Eucgr.E02160.1,7
1577,Eucgr.E02229.1,7
1578,Eucgr.E02183.1,7
1579,Eucgr.E02926.1,7
1580,Eucgr.H02138.1,7
1581,Eucgr.H02052.1,7
1582,Eucgr.H02169.1,7
1583,Eucgr.H02075.1,7
1584,Eucgr.H01900.1,7
1585,Eucgr.H02187.1,7
1586,Eucgr.H01803.1,7
1587,Eucgr.H01829.1,7
1588,Eucgr.H01779.1,7
1589,Eucgr.H02123.1,7
1590,CsaV3_2G005030.1,7
1591,CsaV3_2G008390.1,7
1592,CsaV3_2G005050.1,7
1593,CsaV3_2G009780.1,7
1594,CsaV3_2G005060.1,7
1595,CsaV3_1G030140.1,7
1596,CsaV3_5G025850.1,7
1597,CsaV3_2G004890.1,7
1598,CsaV3_2G004870.1,7
1599,CsaV3_2G005270.1,7
1600,CsaV3_2G004940.1,7
1601,CsaV3_2G005280.1,7
1602,CsaV3_1G027940.1,7
1603,Manes.02G199800.4,8
1604,Manes.02G205900.5,8
1605,Manes.02G206150.1,8
1606,Cs5g19850.1,9
1607,Cs5g19240.1,9
1608,Cs5g19240.2,9
1609,Cs5g19310.1,9
1610,orange1.1t04292.1,9
1611,orange1.1t01795.1,9
1612,orange1.1t04301.1,9
1613,Cs5g18450.1,9
1614,orange1.1t01837.1,9
1615,orange1.1t01794.1,9
1616,orange1.1t04291.1,9
1617,Cs5g18420.1,9
1618,orange1.1t04663.1,9
1619,orange1.1t04294.1,9
1620,orange1.1t04286.1,9
1621,orange1.1t01834.1,9
1622,orange1.1t01802.1,9
1623,orange1.1t04289.1,9
1624,orange1.1t04296.1,9
1625,orange1.1t01831.1,9
1626,Cs5g19920.1,9
1627,Cs5g19880.1,9
1628,Cs5g19890.1,9
1629,Cs5g19890.2,9
1630,Cs5g17280.1,9
1631,Cs5g17280.3,9
1632,Cs5g17280.2,9
1633,Cs5g19220.1,9
1634,orange1.1t01815.1,9
1635,Cs5g19400.1,9
1636,Cs5g19230.1,9
1637,orange1.1t01807.1,9
1638,orange1.1t01812.1,9
1639,orange1.1t01822.1,9
1640,orange1.1t01823.1,9
1641,Cs5g19930.1,9
1642,Cs7g26730.1,9
1643,Cs7g26730.2,9
1644,Cs7g26750.1,9
1645,Cs7g26750.2,9
1646,Cs5g18730.1,9
1647,orange1.1t00706.1,9
1648,orange1.1t00694.1,9
1649,orange1.1t00678.1,9
1650,orange1.1t00681.1,9
1651,Cs2g30970.1,9
1652,Cs2g30960.1,9
1653,Cs5g18480.1,10
1654,Manes.06G161500.1,11
1655,Manes.06G160951.1,11
1656,Manes.02G205700.1,11
1657,Manes.18G112201.1,11
1658,Manes.18G125400.1,11
1659,Manes.11G119700.3,12
1660,Manes.10G126900.2,12
1661,Manes.10G127950.1,12
1662,Manes.10G121812.1,12
1663,Manes.10G127266.1,12
1664,Manes.10G127900.2,12
1665,Manes.10G125200.2,12
1666,Manes.10G126600.1,12
1667,Manes.10G087600.2,12
1668,Manes.10G088500.1,12
1669,Manes.14G148375.1,12
1670,Manes.10G088520.1,12
1671,Glyma.20G020200.1,12
1672,Glyma.02G041800.5,12
1673,Glyma.16G118600.4,12
1674,Glyma.10G184300.3,12
1675,Glyma.10G184400.1,12
1676,Medtr8g018040.1,12
1677,Medtr8g018280.1,12
1678,Medtr5g086690.1,12
1679,Medtr8g018170.1,12
1680,Medtr8g018260.1,12
1681,Medtr8g018270.1,12
1682,Medtr8g018130.1,12
1683,Medtr8g017800.1,12
1684,Medtr8g018020.1,12
1685,Medtr8g018060.1,12
1686,Medtr4g043630.1,12
1687,Medtr4g043630.3,12
1688,Medtr4g043630.2,12
1689,Medtr0005s0110.1,12
1690,Medtr2g044830.1,12
1691,Medtr8g076910.1,12
1692,Medtr8g035990.1,12
1693,Medtr8g016480.1,12
1694,Medtr8g016440.2,12
1695,Medtr8g016440.1,12
1696,Medtr8g016580.1,12
1697,Medtr8g016650.1,12
1698,Medtr0363s0030.1,12
1699,Medtr8g038815.1,12
1700,Medtr8g018480.1,12
1701,Medtr8g032420.1,12
1702,Medtr8g433020.1,12
1703,Medtr8g032440.1,12
1704,Medtr8g433010.1,12
1705,Glyma.09G202832.1,12
1706,Glyma.08G192900.3,12
1707,Glyma.07G123000.1,12
1708,Glyma.14G151100.1,12
1709,Glyma.20G048800.29,12
1710,Glyma.13G076200.1,12
1711,Glyma.13G028100.1,12
1712,Glyma.08G303700.13,12
1713,Glyma.18G117800.2,12
1714,Medtr3g479510.1,12
1715,Glyma.01G032400.1,12
1716,Medtr3g079790.1,12
1717,Medtr3g079780.1,12
1718,Medtr2g037140.1,12
1719,Medtr2g037690.1,12
1720,Medtr4g036080.1,12
1721,Medtr3g058670.1,12
1722,Medtr3g058790.1,12
1723,Medtr3g058880.2,12
1724,Medtr3g058880.1,12
1725,Medtr3g058870.1,12
1726,Medtr3g058820.1,12
1727,Medtr3g058740.4,12
1728,Medtr3g058740.1,12
1729,Medtr3g058740.2,12
1730,Medtr3g058740.3,12
1731,Medtr3g058720.1,12
1732,Medtr3g058780.1,12
1733,Medtr1g052170.1,12
1734,Glyma.15G024800.1,12
1735,Medtr2g099920.2,12
1736,Medtr2g099920.1,12
1737,Medtr2g099920.3,12
1738,Glyma.U033005.1,12
1739,Glyma.03G047900.2,12
1740,Medtr4g014220.1,12
1741,Medtr4g014310.1,12
1742,Medtr4g014310.2,12
1743,Medtr5g031270.1,12
1744,Medtr4g014340.1,12
1745,Medtr4g013375.1,12
1746,Medtr4g014120.1,12
1747,Medtr4g014160.1,12
1748,Medtr4g013370.1,12
1749,Medtr4g014280.1,12
1750,Medtr4g014770.1,12
1751,Medtr4g014770.2,12
1752,Medtr4g014300.1,12
1753,Medtr4g014240.1,12
1754,Medtr4g014320.1,12
1755,Glyma.09G075500.1,12
1756,Glyma.15G152400.1,12
1757,Glyma.15G152200.1,12
1758,Glyma.09G057000.1,12
1759,Glyma.09G056400.1,12
1760,Glyma.15G160900.1,12
1761,Glyma.01G125400.3,12
1762,Glyma.01G125300.1,12
1763,Glyma.U033205.1,12
1764,Glyma.03G048500.1,12
1765,Glyma.07G037000.7,12
1766,Glyma.16G006400.1,12
1767,Medtr8g019730.1,12
1768,Medtr8g020290.1,12
1769,Medtr8g019740.1,12
1770,Medtr8g020360.1,12
1771,Medtr8g020300.1,12
1772,Medtr8g020280.1,12
1773,Medtr8g020230.1,12
1774,Prupe.2G060400.1,12
1775,MD10G1136400,12
1776,MD10G1137400,12
1777,MD05G1125400,12
1778,MD05G1126000,12
1779,MD16G1140700,12
1780,MD05G1143300,12
1781,Prupe.6G152300.1,12
1782,MD10G1135300,12
1783,MD10G1136600,12
1784,MD10G1137700,12
1785,MD10G1136100,12
1786,MD03G1127300,12
1787,MD10G1141100,12
1788,MD12G1074900,12
1789,MD10G1140900,12
1790,MD05G1137400,12
1791,MD05G1138300,12
1792,MD05G1136700,12
1793,MD05G1149500,12
1794,MD05G1151200,12
1795,MD05G1147100,12
1796,MD05G1145200,12
1797,MD05G1148600,12
1798,MD05G1141700,12
1799,MD04G1036400,12
1800,MD04G1027100,12
1801,MD04G1036100,12
1802,MD04G1035600,12
1803,MD04G1035000,12
